"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"49",599.9617,181,448,0,0.1613,0.1011,-0.0331,0.6667,5084.3622,3969.4531,-1536.7266,"converged normally"
"51",425.8664,223,406,0,0.1011,0.0591,0.3429,0.7388,5734.332,4723.9456,-1955.9728,"converged normally"
"52",1721.377,311,318,0,0.2257,0.1176,-0.3221,0.267,3780.4701,2989.0837,-1176.5418,"converged normally"
"53",349.7886,327,302,0.1848,0.0254,0.0742,0.9197,0.9532,5860.7339,5050.7303,-2223.3651,"converged normally"
"56",1589.9437,271,358,0,0.2325,0.0911,-0.3147,0.3649,3274.8152,2379.8834,-831.9417,"converged normally"
"58",482.2833,224,405,0,0.1113,0.0836,0.2651,0.7066,5407.2854,4381.5826,-1785.7913,"converged normally"
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"61",540.3524,180,449,0,0.15,0.0812,-0.2157,0.6099,4983.997,3866.5993,-1484.2996,"converged normally"
"63",1830.3046,325,304,0,0.2269,0.119,-0.2956,0.2494,3922.338,3162.3958,-1277.1979,"converged normally"
"66",1340.1948,246,383,0,0.2164,0.1115,-0.3774,0.396,5143.2577,4165.1229,-1699.5614,"converged normally"
"67",322.056,302,327,0.2045,0.0263,0.0812,0.9148,0.9541,5588.6457,4750.1038,-2048.0519,"converged normally"
"68",1075.6154,219,410,0,0.2085,0.0795,-0.2261,0.5214,4459.8849,3434.963,-1307.4815,"converged normally"
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"71",1710.5715,285,344,0,0.2371,0.1123,-0.3343,0.3222,4850.9381,3994.8472,-1653.4236,"converged normally"
"72",317.8945,293,336,0.152,0.0302,0.0748,0.908,0.9519,3497.0756,2646.1222,-987.0611,"converged normally"
"73",331.4832,309,320,0.1814,0.0286,0.0732,0.9106,0.9508,5027.2472,4230.8836,-1795.4418,"converged normally"
"74",352.1804,335,294,0.2488,0.0239,0.092,0.9212,0.953,4967.1036,4232.1596,-1822.0798,"converged normally"
"76",1654.5677,307,322,0,0.2064,0.1062,-0.216,0.3346,4059.1567,3210.7739,-1283.387,"converged normally"
"77",1761.289,306,323,0,0.2181,0.1108,-0.238,0.3247,4886.8511,4045.3811,-1699.6906,"converged normally"
"78",1666.4271,260,369,0,0.2349,0.0904,-0.399,0.3516,4203.0738,3249.2208,-1255.6104,"converged normally"
"80",1946.2682,361,268,0,0.2209,0.1421,-0.2278,0.2099,3477.279,2807.33,-1135.665,"converged normally"
"81",370.4707,356,273,0.2877,0.0206,0.0856,0.9292,0.9551,5432.7562,4732.6892,-2093.3446,"converged normally"
"82",330.4999,307,322,0.1706,0.0293,0.0775,0.9164,0.9543,4419.6413,3618.3004,-1487.1502,"converged normally"
"84",327.8655,301,328,0.1376,0.0317,0.0879,0.9153,0.9546,5063.2719,4246.9992,-1795.4996,"converged normally"
"85",393.2401,234,395,0,0.0874,0.079,0.5549,0.8143,4817.3998,3834.3885,-1522.1942,"converged normally"
"86",344.3858,325,304,0.2201,0.0253,0.0867,0.9146,0.9505,5515.3122,4745.4019,-2068.701,"converged normally"
"87",1293.5361,293,336,0,0.1959,0.1023,-0.2438,0.3504,4821.1296,3984.9478,-1656.4739,"converged normally"
"88",1860.0643,308,321,0,0.2379,0.1038,-0.3118,0.2798,4758.3197,3959.4674,-1658.7337,"converged normally"
"89",1872.049,349,280,0,0.2202,0.1352,-0.1201,0.3032,5068.2688,4368.3221,-1904.161,"converged normally"
"90",2341.8463,336,293,0,0.2575,0.1325,-0.2244,0.2667,3138.4127,2405.9685,-909.9842,"converged normally"
"92",1807.6841,278,351,0,0.2473,0.1033,-0.2783,0.3665,3357.2713,2479.8381,-888.919,"converged normally"
"93",2299.12,313,316,0,0.267,0.1083,-0.3418,0.2514,4471.0203,3684.6112,-1526.3056,"converged normally"
"95",2272.1805,316,313,0,0.2637,0.111,-0.2175,0.3142,3721.6889,2942.7457,-1158.3728,"converged normally"
"96",2292.9046,302,327,0,0.2722,0.1095,-0.3177,0.2907,4470.7688,3656.9847,-1501.4924,"converged normally"
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"99",2299.7222,371,258,0,0.2403,0.1354,-0.2158,0.196,3678.8751,3033.9242,-1258.9621,"converged normally"
