"lhs","op","rhs","count.group","count.ind"
"C_lazy","~","self_esteem",0,48
"A_kind","~","self_esteemlag",0,48
"N_depressed","~","self_esteemlag",0,48
"N_depressed","~","A_kindlag",0,47
"C_lazy","~","A_rude",0,47
"self_esteem","~","A_rude",0,47
"E_outgoing","~","C_lazy",0,47
"E_outgoing","~","C_reliable",0,47
"A_kind","~","N_depressed",0,47
"C_lazy","~","N_depressed",0,47
"C_reliable","~","N_depressed",0,47
"N_worried","~","N_depressedlag",0,47
"E_quiet","~","N_worried",0,47
"A_rude","~","negEmo",0,47
"C_reliable","~","negEmo",0,47
"self_esteem","~","negEmolag",0,47
"C_reliable","~","self_esteemlag",0,47
"N_worried","~","A_rude",0,46
"E_quiet","~","C_lazylag",0,46
"N_relaxed","~","C_reliable",0,46
"negEmo","~","C_reliable",0,46
"C_reliable","~","E_outgoing",0,46
"self_esteem","~","E_outgoing",0,46
"A_rude","~","E_quiet",0,46
"N_worried","~","E_quietlag",0,46
"N_depressed","~","N_worriedlag",0,46
"C_reliable","~","negEmolag",0,46
"C_reliable","~","A_kind",0,45
"E_outgoing","~","A_kindlag",0,45
"A_kind","~","C_lazylag",0,45
"N_relaxed","~","C_lazylag",0,45
"C_lazy","~","C_reliable",0,45
"self_esteem","~","C_reliable",0,45
"N_worried","~","E_outgoinglag",0,45
"E_outgoing","~","N_depressed",0,45
"A_rude","~","N_depressedlag",0,45
"A_rude","~","N_relaxed",0,45
"C_reliable","~","N_relaxed",0,45
"A_kind","~","N_worriedlag",0,45
"self_esteem","~","N_worriedlag",0,45
"N_relaxed","~","self_esteem",0,45
"C_lazy","~","A_kindlag",0,44
"self_esteem","~","A_rudelag",0,44
"A_kind","~","C_lazy",0,44
"E_outgoing","~","C_lazylag",0,44
"N_worried","~","C_lazylag",0,44
"N_depressed","~","C_reliable",0,44
"E_outgoing","~","C_reliablelag",0,44
"N_relaxed","~","C_reliablelag",0,44
"N_worried","~","C_reliablelag",0,44
"N_depressed","~","E_outgoing",0,44
"negEmo","~","E_quietlag",0,44
"self_esteem","~","E_quietlag",0,44
"A_kind","~","N_depressedlag",0,44
"self_esteem","~","N_depressedlag",0,44
"self_esteem","~","N_relaxed",0,44
"C_reliable","~","N_worriedlag",0,44
"E_outgoing","~","N_worriedlag",0,44
"A_rude","~","negEmolag",0,44
"N_depressed","~","negEmolag",0,44
"N_depressed","~","A_kind",0,43
"C_reliable","~","A_rude",0,43
"C_reliable","~","A_rudelag",0,43
"E_quiet","~","C_reliablelag",0,43
"N_depressed","~","C_reliablelag",0,43
"C_lazy","~","E_outgoinglag",0,43
"self_esteem","~","N_relaxedlag",0,43
"C_lazy","~","N_worried",0,43
"E_outgoing","~","N_worried",0,43
"A_kind","~","negEmo",0,43
"C_lazy","~","negEmolag",0,43
"E_outgoing","~","self_esteemlag",0,43
"N_worried","~","self_esteemlag",0,43
"A_rude","~","C_lazy",0,42
"A_rude","~","E_outgoing",0,42
"N_relaxed","~","E_outgoinglag",0,42
"self_esteem","~","E_outgoinglag",0,42
"E_outgoing","~","N_relaxedlag",0,42
"N_depressed","~","N_relaxedlag",0,42
"E_quiet","~","negEmo",0,42
"A_rude","~","self_esteemlag",0,42
"N_relaxed","~","self_esteemlag",0,42
"E_quiet","~","A_rude",0,41
"N_relaxed","~","A_rude",0,41
"N_depressed","~","E_quiet",0,41
"C_lazy","~","N_depressedlag",0,41
"N_relaxed","~","N_depressedlag",0,41
"N_worried","~","N_relaxedlag",0,41
"C_lazy","~","N_worriedlag",0,41
"N_worried","~","negEmolag",0,41
"C_lazy","~","self_esteemlag",0,41
"self_esteem","~","C_lazylag",0,40
"C_reliable","~","E_outgoinglag",0,40
"negEmo","~","E_quiet",0,40
"C_reliable","~","E_quietlag",0,40
"N_relaxed","~","N_depressed",0,40
"E_outgoing","~","N_depressedlag",0,40
"C_lazy","~","N_relaxedlag",0,40
"A_rude","~","self_esteem",0,40
"E_quiet","~","self_esteem",0,40
"negEmo","~","C_lazy",0,39
"E_quiet","~","C_reliable",0,39
"negEmo","~","C_reliablelag",0,39
"negEmo","~","E_outgoing",0,39
"A_rude","~","E_outgoinglag",0,39
"negEmo","~","E_outgoinglag",0,39
"A_rude","~","E_quietlag",0,39
"N_depressed","~","E_quietlag",0,39
"E_quiet","~","N_depressed",0,39
"E_quiet","~","N_worriedlag",0,39
"N_worried","~","A_kind",0,38
"E_outgoing","~","A_rude",0,38
"N_relaxed","~","A_rudelag",0,38
"self_esteem","~","E_quiet",0,38
"A_rude","~","N_relaxedlag",0,38
"negEmo","~","C_lazylag",0,37
"C_lazy","~","E_quietlag",0,37
"E_quiet","~","N_depressedlag",0,37
"negEmo","~","N_depressedlag",0,37
"C_reliable","~","N_relaxedlag",0,37
"A_rude","~","N_worriedlag",0,37
"E_quiet","~","A_rudelag",0,36
"N_worried","~","A_rudelag",0,36
"A_kind","~","C_reliablelag",0,36
"self_esteem","~","C_reliablelag",0,36
"A_kind","~","E_quietlag",0,36
"negEmo","~","N_relaxedlag",0,36
"negEmo","~","N_worriedlag",0,36
"negEmo","~","A_kindlag",0,35
"E_outgoing","~","A_rudelag",0,35
"E_quiet","~","E_outgoinglag",0,35
"N_worried","~","E_quiet",0,35
"E_outgoing","~","E_quietlag",0,35
"N_depressed","~","N_relaxed",0,35
"negEmo","~","A_kind",0,34
"E_quiet","~","A_kindlag",0,34
"C_reliable","~","C_lazylag",0,34
"A_kind","~","E_outgoinglag",0,34
"E_outgoing","~","negEmolag",0,34
"C_lazy","~","A_kind",0,33
"negEmo","~","self_esteemlag",0,33
"N_depressed","~","A_rudelag",0,32
"C_reliable","~","N_depressedlag",0,32
"A_rude","~","C_lazylag",0,31
"N_worried","~","E_outgoing",0,30
