"lhs","op","rhs","count.group","count.ind"
"E_Assert","~","A_Rspctlag",0,35
"N_Depr","~","C_Orglag",0,35
"tired","~","C_Prdctv",0,35
"A_Trust","~","C_Rspnbl",0,35
"angry","~","C_Rspnbl",0,35
"C_Org","~","C_Rspnbl",0,35
"A_Rspct","~","E_EnerLev",0,35
"E_Assert","~","N_EmoVol",0,35
"N_Depr","~","O_AesSens",0,35
"tired","~","O_CrtvImag",0,35
"N_Depr","~","O_IntCur",0,35
"N_EmoVol","~","tired",0,35
"E_Assert","~","A_Cmpn",0,34
"N_EmoVol","~","angry",0,34
"N_Anxty","~","C_Prdctvlag",0,34
"tired","~","C_Prdctvlag",0,34
"angry","~","E_EnerLev",0,34
"E_Assert","~","E_EnerLev",0,34
"O_IntCur","~","E_EnerLevlag",0,34
"N_Depr","~","E_Scbltylag",0,34
"angry","~","N_Anxty",0,34
"E_Assert","~","N_Anxty",0,34
"E_Scblty","~","N_Anxty",0,34
"N_EmoVol","~","N_Anxty",0,34
"O_AesSens","~","N_Anxtylag",0,34
"O_IntCur","~","O_AesSens",0,34
"tired","~","O_IntCur",0,34
"angry","~","tiredlag",0,34
"E_Scblty","~","A_Cmpn",0,33
"N_Depr","~","A_Cmpnlag",0,33
"O_IntCur","~","A_Rspct",0,33
"A_Rspct","~","C_Org",0,33
"A_Trust","~","C_Org",0,33
"E_Assert","~","C_Org",0,33
"E_EnerLev","~","C_Prdctv",0,33
"E_Scblty","~","C_Rspnbl",0,33
"A_Trust","~","E_Assert",0,33
"A_Trust","~","E_Assertlag",0,33
"C_Rspnbl","~","E_Scblty",0,33
"A_Rspct","~","N_Depr",0,33
"C_Org","~","N_Depr",0,33
"angry","~","N_Deprlag",0,33
"N_Depr","~","N_EmoVollag",0,33
"E_Assert","~","O_AesSens",0,33
"E_EnerLev","~","O_CrtvImag",0,33
"E_EnerLev","~","O_CrtvImaglag",0,33
"C_Org","~","tiredlag",0,33
"angry","~","A_Cmpnlag",0,32
"C_Prdctv","~","A_Cmpnlag",0,32
"A_Trust","~","A_Rspct",0,32
"E_Scblty","~","A_Rspct",0,32
"C_Org","~","A_Trust",0,32
"C_Rspnbl","~","A_Trust",0,32
"O_IntCur","~","A_Trustlag",0,32
"N_EmoVol","~","C_Orglag",0,32
"C_Org","~","C_Prdctv",0,32
"E_Scblty","~","C_Prdctvlag",0,32
"O_AesSens","~","C_Rspnbl",0,32
"angry","~","C_Rspnbllag",0,32
"tired","~","C_Rspnbllag",0,32
"angry","~","E_Assertlag",0,32
"N_Anxty","~","E_EnerLev",0,32
"C_Org","~","E_EnerLevlag",0,32
"C_Rspnbl","~","E_EnerLevlag",0,32
"A_Trust","~","E_Scblty",0,32
"E_Assert","~","E_Scblty",0,32
"E_EnerLev","~","E_Scblty",0,32
"A_Rspct","~","E_Scbltylag",0,32
"O_AesSens","~","N_Anxty",0,32
"E_Scblty","~","N_EmoVol",0,32
"angry","~","N_EmoVollag",0,32
"angry","~","O_AesSenslag",0,32
"E_EnerLev","~","O_AesSenslag",0,32
"A_Trust","~","O_IntCur",0,32
"C_Prdctv","~","O_IntCur",0,32
"tired","~","O_IntCurlag",0,32
"E_EnerLev","~","tiredlag",0,32
"O_CrtvImag","~","A_Cmpn",0,31
"O_IntCur","~","A_Cmpn",0,31
"C_Rspnbl","~","A_Cmpnlag",0,31
"N_EmoVol","~","A_Cmpnlag",0,31
"C_Org","~","A_Rspct",0,31
"N_Depr","~","A_Rspct",0,31
"O_AesSens","~","A_Rspct",0,31
"C_Rspnbl","~","A_Rspctlag",0,31
"tired","~","A_Trustlag",0,31
"C_Org","~","angry",0,31
"C_Prdctv","~","angry",0,31
"E_Scblty","~","C_Prdctv",0,31
"N_Depr","~","C_Prdctvlag",0,31
"O_CrtvImag","~","C_Rspnbl",0,31
"O_IntCur","~","E_Assertlag",0,31
"tired","~","E_EnerLev",0,31
"O_AesSens","~","E_Scblty",0,31
"C_Prdctv","~","N_Anxty",0,31
"tired","~","N_Anxty",0,31
"E_Scblty","~","N_Anxtylag",0,31
"A_Cmpn","~","N_Depr",0,31
"O_CrtvImag","~","N_Depr",0,31
"tired","~","O_AesSens",0,31
"O_IntCur","~","O_CrtvImag",0,31
"A_Cmpn","~","O_IntCur",0,31
"N_EmoVol","~","O_IntCur",0,31
"E_Assert","~","O_IntCurlag",0,31
"A_Rspct","~","tired",0,31
"N_Depr","~","tired",0,31
"C_Prdctv","~","A_Cmpn",0,30
"O_AesSens","~","A_Cmpn",0,30
"A_Cmpn","~","A_Rspct",0,30
"angry","~","A_Rspct",0,30
"C_Rspnbl","~","A_Rspct",0,30
"O_CrtvImag","~","A_Rspct",0,30
"angry","~","A_Rspctlag",0,30
"C_Prdctv","~","A_Rspctlag",0,30
"A_Rspct","~","A_Trust",0,30
"O_AesSens","~","A_Trust",0,30
"O_IntCur","~","A_Trust",0,30
"N_Anxty","~","A_Trustlag",0,30
"O_AesSens","~","angry",0,30
"N_EmoVol","~","angrylag",0,30
"O_CrtvImag","~","C_Org",0,30
"O_AesSens","~","C_Prdctv",0,30
"O_IntCur","~","C_Prdctv",0,30
"O_AesSens","~","C_Prdctvlag",0,30
"N_Depr","~","C_Rspnbllag",0,30
"N_EmoVol","~","E_Assert",0,30
"C_Org","~","E_EnerLev",0,30
"E_Scblty","~","E_EnerLev",0,30
"N_EmoVol","~","E_EnerLevlag",0,30
"A_Rspct","~","E_Scblty",0,30
"A_Rspct","~","N_Anxtylag",0,30
"angry","~","N_Anxtylag",0,30
"O_IntCur","~","N_Anxtylag",0,30
"A_Trust","~","N_Depr",0,30
"O_AesSens","~","N_Depr",0,30
"O_IntCur","~","N_Depr",0,30
"A_Trust","~","N_EmoVol",0,30
"O_IntCur","~","N_EmoVol",0,30
"E_Scblty","~","N_EmoVollag",0,30
"A_Rspct","~","O_AesSens",0,30
"E_EnerLev","~","O_AesSens",0,30
"C_Rspnbl","~","O_AesSenslag",0,30
"E_Scblty","~","O_AesSenslag",0,30
"A_Cmpn","~","O_CrtvImag",0,30
"A_Rspct","~","O_CrtvImag",0,30
"angry","~","O_CrtvImag",0,30
"C_Org","~","O_CrtvImag",0,30
"A_Rspct","~","tiredlag",0,30
"N_Depr","~","A_Cmpn",0,29
"A_Rspct","~","A_Cmpnlag",0,29
"tired","~","A_Cmpnlag",0,29
"N_Anxty","~","A_Rspctlag",0,29
"N_Depr","~","A_Rspctlag",0,29
"O_AesSens","~","A_Rspctlag",0,29
"O_CrtvImag","~","A_Rspctlag",0,29
"N_EmoVol","~","A_Trust",0,29
"A_Cmpn","~","A_Trustlag",0,29
"E_EnerLev","~","angry",0,29
"A_Rspct","~","angrylag",0,29
"O_CrtvImag","~","angrylag",0,29
"E_EnerLev","~","C_Org",0,29
"N_Anxty","~","C_Orglag",0,29
"N_Depr","~","C_Prdctv",0,29
"N_EmoVol","~","C_Prdctv",0,29
"tired","~","C_Rspnbl",0,29
"A_Trust","~","C_Rspnbllag",0,29
"E_EnerLev","~","C_Rspnbllag",0,29
"O_IntCur","~","C_Rspnbllag",0,29
"C_Prdctv","~","E_Assert",0,29
"E_Scblty","~","E_Assertlag",0,29
"tired","~","E_Assertlag",0,29
"N_Depr","~","E_EnerLevlag",0,29
"O_AesSens","~","E_EnerLevlag",0,29
"N_Anxty","~","E_Scblty",0,29
"C_Prdctv","~","E_Scbltylag",0,29
"C_Org","~","N_Anxtylag",0,29
"C_Prdctv","~","N_Anxtylag",0,29
"C_Prdctv","~","N_Depr",0,29
"E_Assert","~","N_Depr",0,29
"E_Scblty","~","N_Depr",0,29
"N_EmoVol","~","N_Deprlag",0,29
"C_Rspnbl","~","N_EmoVol",0,29
"O_AesSens","~","N_EmoVol",0,29
"O_CrtvImag","~","N_EmoVol",0,29
"A_Trust","~","N_EmoVollag",0,29
"C_Rspnbl","~","N_EmoVollag",0,29
"O_CrtvImag","~","O_AesSens",0,29
"N_Depr","~","O_AesSenslag",0,29
"C_Rspnbl","~","O_CrtvImag",0,29
"N_Anxty","~","O_CrtvImag",0,29
"N_Depr","~","O_CrtvImag",0,29
"angry","~","O_CrtvImaglag",0,29
"C_Prdctv","~","O_CrtvImaglag",0,29
"A_Rspct","~","O_IntCur",0,29
"N_Anxty","~","O_IntCur",0,29
"C_Rspnbl","~","tiredlag",0,29
"E_Assert","~","tiredlag",0,29
"N_Depr","~","tiredlag",0,29
"O_IntCur","~","tiredlag",0,29
"A_Trust","~","A_Cmpn",0,28
"N_Anxty","~","A_Rspct",0,28
"tired","~","A_Rspctlag",0,28
"O_AesSens","~","C_Org",0,28
"E_Assert","~","C_Prdctv",0,28
"angry","~","C_Prdctvlag",0,28
"O_IntCur","~","C_Prdctvlag",0,28
"E_Assert","~","C_Rspnbl",0,28
"E_EnerLev","~","C_Rspnbl",0,28
"O_IntCur","~","C_Rspnbl",0,28
"E_Scblty","~","E_Assert",0,28
"N_Depr","~","E_Assert",0,28
"O_CrtvImag","~","E_Assert",0,28
"C_Prdctv","~","E_EnerLev",0,28
"C_Rspnbl","~","E_EnerLev",0,28
"A_Trust","~","E_EnerLevlag",0,28
"C_Prdctv","~","E_Scblty",0,28
"O_AesSens","~","E_Scbltylag",0,28
"tired","~","E_Scbltylag",0,28
"N_Depr","~","N_Anxtylag",0,28
"C_Rspnbl","~","N_Depr",0,28
"C_Rspnbl","~","N_Deprlag",0,28
"C_Prdctv","~","N_EmoVol",0,28
"N_Anxty","~","N_EmoVol",0,28
"E_Assert","~","N_EmoVollag",0,28
"N_Anxty","~","N_EmoVollag",0,28
"O_IntCur","~","N_EmoVollag",0,28
"N_EmoVol","~","O_AesSens",0,28
"A_Trust","~","O_AesSenslag",0,28
"C_Prdctv","~","O_AesSenslag",0,28
"O_IntCur","~","O_AesSenslag",0,28
"tired","~","O_AesSenslag",0,28
"O_AesSens","~","O_CrtvImag",0,28
"A_Trust","~","O_CrtvImaglag",0,28
"N_Depr","~","O_CrtvImaglag",0,28
"O_IntCur","~","O_CrtvImaglag",0,28
"E_Assert","~","O_IntCur",0,28
"E_EnerLev","~","O_IntCurlag",0,28
"E_EnerLev","~","A_Cmpn",0,27
"E_EnerLev","~","A_Cmpnlag",0,27
"O_AesSens","~","A_Cmpnlag",0,27
"O_CrtvImag","~","A_Cmpnlag",0,27
"A_Trust","~","A_Rspctlag",0,27
"O_CrtvImag","~","A_Trust",0,27
"C_Rspnbl","~","A_Trustlag",0,27
"E_Assert","~","A_Trustlag",0,27
"A_Trust","~","angry",0,27
"N_Anxty","~","C_Org",0,27
"N_EmoVol","~","C_Org",0,27
"O_IntCur","~","C_Org",0,27
"A_Trust","~","C_Prdctv",0,27
"C_Rspnbl","~","C_Prdctvlag",0,27
"E_Assert","~","C_Prdctvlag",0,27
"N_Depr","~","C_Rspnbl",0,27
"N_EmoVol","~","C_Rspnbl",0,27
"A_Rspct","~","E_Assertlag",0,27
"N_EmoVol","~","E_Assertlag",0,27
"O_CrtvImag","~","E_EnerLevlag",0,27
"tired","~","E_EnerLevlag",0,27
"A_Cmpn","~","E_Scblty",0,27
"A_Trust","~","E_Scbltylag",0,27
"E_Assert","~","E_Scbltylag",0,27
"A_Cmpn","~","N_Anxty",0,27
"A_Trust","~","N_Anxty",0,27
"O_IntCur","~","N_Anxty",0,27
"E_EnerLev","~","N_Depr",0,27
"E_Scblty","~","N_Deprlag",0,27
"O_CrtvImag","~","N_Deprlag",0,27
"tired","~","N_Deprlag",0,27
"C_Org","~","N_EmoVol",0,27
"E_EnerLev","~","N_EmoVol",0,27
"tired","~","N_EmoVollag",0,27
"N_Anxty","~","O_AesSens",0,27
"C_Rspnbl","~","O_CrtvImaglag",0,27
"N_EmoVol","~","O_CrtvImaglag",0,27
"E_EnerLev","~","O_IntCur",0,27
"E_Scblty","~","O_IntCur",0,27
"O_CrtvImag","~","O_IntCur",0,27
"N_Anxty","~","O_IntCurlag",0,27
"angry","~","tired",0,27
"C_Prdctv","~","tired",0,27
"O_AesSens","~","tiredlag",0,27
"N_EmoVol","~","A_Cmpn",0,26
"A_Cmpn","~","A_Rspctlag",0,26
"A_Cmpn","~","A_Trust",0,26
"E_EnerLev","~","A_Trust",0,26
"N_Depr","~","A_Trust",0,26
"N_Anxty","~","angry",0,26
"C_Prdctv","~","angrylag",0,26
"E_Assert","~","angrylag",0,26
"N_Depr","~","C_Org",0,26
"angry","~","C_Orglag",0,26
"A_Cmpn","~","C_Prdctvlag",0,26
"C_Org","~","C_Prdctvlag",0,26
"N_Anxty","~","C_Rspnbl",0,26
"C_Org","~","E_Assert",0,26
"C_Prdctv","~","E_Assertlag",0,26
"E_EnerLev","~","E_Assertlag",0,26
"N_Anxty","~","E_Assertlag",0,26
"A_Trust","~","E_EnerLev",0,26
"O_CrtvImag","~","E_EnerLev",0,26
"O_IntCur","~","E_EnerLev",0,26
"A_Rspct","~","E_EnerLevlag",0,26
"O_CrtvImag","~","E_Scbltylag",0,26
"E_Assert","~","N_Anxtylag",0,26
"E_EnerLev","~","N_Anxtylag",0,26
"A_Cmpn","~","N_Deprlag",0,26
"A_Rspct","~","N_EmoVol",0,26
"C_Prdctv","~","O_AesSens",0,26
"N_EmoVol","~","O_AesSenslag",0,26
"C_Org","~","O_CrtvImaglag",0,26
"E_Assert","~","O_CrtvImaglag",0,26
"E_Scblty","~","O_CrtvImaglag",0,26
"O_CrtvImag","~","tiredlag",0,26
"E_Assert","~","A_Cmpnlag",0,25
"E_EnerLev","~","A_Rspctlag",0,25
"N_EmoVol","~","A_Rspctlag",0,25
"O_IntCur","~","A_Rspctlag",0,25
"C_Prdctv","~","A_Trust",0,25
"A_Rspct","~","A_Trustlag",0,25
"C_Rspnbl","~","angry",0,25
"tired","~","angry",0,25
"C_Rspnbl","~","angrylag",0,25
"C_Prdctv","~","C_Org",0,25
"tired","~","C_Org",0,25
"C_Prdctv","~","C_Orglag",0,25
"O_IntCur","~","C_Orglag",0,25
"tired","~","C_Orglag",0,25
"A_Cmpn","~","C_Rspnbllag",0,25
"O_AesSens","~","E_Assert",0,25
"C_Org","~","E_Assertlag",0,25
"N_Depr","~","E_EnerLev",0,25
"C_Rspnbl","~","N_Anxty",0,25
"E_EnerLev","~","N_Anxty",0,25
"N_EmoVol","~","N_Anxtylag",0,25
"O_AesSens","~","N_Deprlag",0,25
"A_Cmpn","~","N_EmoVol",0,25
"O_CrtvImag","~","N_EmoVollag",0,25
"N_EmoVol","~","O_CrtvImag",0,25
"A_Rspct","~","O_IntCurlag",0,25
"N_Depr","~","O_IntCurlag",0,25
"O_AesSens","~","O_IntCurlag",0,25
"A_Trust","~","tired",0,25
"E_EnerLev","~","tired",0,25
"E_Scblty","~","tired",0,25
"O_AesSens","~","tired",0,25
"A_Cmpn","~","tiredlag",0,25
"E_Scblty","~","tiredlag",0,25
"C_Org","~","A_Cmpnlag",0,24
"O_IntCur","~","A_Cmpnlag",0,24
"E_Assert","~","A_Trust",0,24
"E_Scblty","~","A_Trustlag",0,24
"A_Cmpn","~","C_Org",0,24
"E_Assert","~","C_Orglag",0,24
"O_AesSens","~","C_Orglag",0,24
"O_CrtvImag","~","C_Orglag",0,24
"N_EmoVol","~","C_Prdctvlag",0,24
"E_EnerLev","~","E_Assert",0,24
"N_Anxty","~","E_Assert",0,24
"N_Depr","~","E_Assertlag",0,24
"E_Assert","~","E_EnerLevlag",0,24
"N_Anxty","~","E_EnerLevlag",0,24
"C_Org","~","E_Scblty",0,24
"N_Depr","~","E_Scblty",0,24
"N_EmoVol","~","E_Scblty",0,24
"C_Org","~","E_Scbltylag",0,24
"O_CrtvImag","~","N_Anxtylag",0,24
"tired","~","N_Anxtylag",0,24
"A_Trust","~","N_Deprlag",0,24
"C_Org","~","N_Deprlag",0,24
"O_IntCur","~","N_Deprlag",0,24
"A_Cmpn","~","N_EmoVollag",0,24
"C_Org","~","N_EmoVollag",0,24
"E_EnerLev","~","N_EmoVollag",0,24
"O_AesSens","~","N_EmoVollag",0,24
"E_Scblty","~","O_AesSens",0,24
"A_Cmpn","~","O_AesSenslag",0,24
"E_Assert","~","O_AesSenslag",0,24
"A_Trust","~","O_CrtvImag",0,24
"C_Org","~","O_IntCur",0,24
"C_Prdctv","~","O_IntCurlag",0,24
"C_Prdctv","~","tiredlag",0,24
"E_Scblty","~","A_Cmpnlag",0,23
"N_EmoVol","~","A_Rspct",0,23
"C_Org","~","A_Trustlag",0,23
"N_Depr","~","A_Trustlag",0,23
"E_Scblty","~","angry",0,23
"E_Scblty","~","angrylag",0,23
"E_Scblty","~","C_Org",0,23
"A_Rspct","~","C_Orglag",0,23
"A_Rspct","~","C_Prdctv",0,23
"A_Rspct","~","C_Prdctvlag",0,23
"C_Org","~","C_Rspnbllag",0,23
"E_Assert","~","C_Rspnbllag",0,23
"O_AesSens","~","C_Rspnbllag",0,23
"C_Rspnbl","~","E_Assertlag",0,23
"C_Prdctv","~","E_EnerLevlag",0,23
"A_Cmpn","~","E_Scbltylag",0,23
"N_Anxty","~","E_Scbltylag",0,23
"C_Org","~","N_Anxty",0,23
"O_CrtvImag","~","N_Anxty",0,23
"A_Trust","~","N_Anxtylag",0,23
"C_Prdctv","~","N_EmoVollag",0,23
"C_Org","~","O_AesSens",0,23
"C_Org","~","O_AesSenslag",0,23
"N_Anxty","~","O_AesSenslag",0,23
"E_Scblty","~","O_CrtvImag",0,23
"O_AesSens","~","O_CrtvImaglag",0,23
"tired","~","O_CrtvImaglag",0,23
"N_Anxty","~","tired",0,23
"A_Trust","~","tiredlag",0,23
"N_Anxty","~","tiredlag",0,23
"N_Anxty","~","A_Cmpnlag",0,22
"E_EnerLev","~","A_Rspct",0,22
"N_Anxty","~","A_Trust",0,22
"O_AesSens","~","A_Trustlag",0,22
"A_Cmpn","~","angry",0,22
"A_Rspct","~","angry",0,22
"E_Assert","~","angry",0,22
"O_CrtvImag","~","angry",0,22
"N_Anxty","~","angrylag",0,22
"O_IntCur","~","angrylag",0,22
"A_Cmpn","~","C_Prdctv",0,22
"C_Prdctv","~","C_Rspnbllag",0,22
"N_Anxty","~","C_Rspnbllag",0,22
"A_Cmpn","~","E_Assert",0,22
"O_AesSens","~","E_Assertlag",0,22
"C_Rspnbl","~","E_Scbltylag",0,22
"C_Rspnbl","~","N_Anxtylag",0,22
"E_Assert","~","N_Deprlag",0,22
"A_Cmpn","~","O_AesSens",0,22
"A_Trust","~","O_AesSens",0,22
"A_Cmpn","~","O_CrtvImaglag",0,22
"A_Rspct","~","O_CrtvImaglag",0,22
"A_Trust","~","O_IntCurlag",0,22
"C_Rspnbl","~","O_IntCurlag",0,22
"E_Scblty","~","O_IntCurlag",0,22
"N_EmoVol","~","O_IntCurlag",0,22
"C_Org","~","tired",0,22
"N_Anxty","~","A_Cmpn",0,21
"C_Prdctv","~","A_Rspct",0,21
"C_Org","~","A_Rspctlag",0,21
"E_Scblty","~","A_Trust",0,21
"E_EnerLev","~","A_Trustlag",0,21
"O_CrtvImag","~","A_Trustlag",0,21
"A_Trust","~","angrylag",0,21
"C_Org","~","angrylag",0,21
"O_AesSens","~","angrylag",0,21
"A_Cmpn","~","C_Orglag",0,21
"C_Rspnbl","~","C_Orglag",0,21
"E_EnerLev","~","C_Orglag",0,21
"E_Scblty","~","C_Orglag",0,21
"N_Anxty","~","C_Prdctv",0,21
"N_EmoVol","~","C_Rspnbllag",0,21
"A_Rspct","~","E_Assert",0,21
"O_CrtvImag","~","E_Assertlag",0,21
"A_Cmpn","~","E_EnerLev",0,21
"E_Scblty","~","E_EnerLevlag",0,21
"O_CrtvImag","~","E_Scblty",0,21
"N_EmoVol","~","E_Scbltylag",0,21
"O_IntCur","~","E_Scbltylag",0,21
"N_Anxty","~","O_CrtvImaglag",0,21
"A_Trust","~","A_Cmpnlag",0,20
"E_Assert","~","A_Rspct",0,20
"E_Scblty","~","A_Rspctlag",0,20
"C_Prdctv","~","A_Trustlag",0,20
"A_Trust","~","C_Orglag",0,20
"A_Trust","~","C_Prdctvlag",0,20
"E_EnerLev","~","C_Prdctvlag",0,20
"E_EnerLev","~","N_Deprlag",0,20
"O_CrtvImag","~","O_IntCurlag",0,20
"C_Rspnbl","~","tired",0,20
"O_IntCur","~","tired",0,20
"N_EmoVol","~","A_Trustlag",0,19
"tired","~","angrylag",0,19
"A_Rspct","~","C_Rspnbllag",0,19
"E_Scblty","~","C_Rspnbllag",0,19
"A_Cmpn","~","E_Assertlag",0,19
"A_Rspct","~","O_AesSenslag",0,19
"O_CrtvImag","~","O_AesSenslag",0,19
"C_Org","~","O_IntCurlag",0,19
"A_Cmpn","~","tired",0,19
"O_CrtvImag","~","tired",0,19
"E_EnerLev","~","angrylag",0,18
"A_Cmpn","~","C_Rspnbl",0,18
"A_Cmpn","~","N_Anxtylag",0,18
"C_Prdctv","~","N_Deprlag",0,18
"A_Rspct","~","N_EmoVollag",0,18
"C_Rspnbl","~","O_IntCur",0,18
"O_CrtvImag","~","C_Prdctvlag",0,17
"O_CrtvImag","~","C_Rspnbllag",0,17
"E_EnerLev","~","E_Scbltylag",0,17
"A_Rspct","~","N_Deprlag",0,17
"O_IntCur","~","angry",0,16
"N_Anxty","~","N_Deprlag",0,16
"N_EmoVol","~","tiredlag",0,16
"A_Cmpn","~","angrylag",0,15
"O_CrtvImag","~","C_Prdctv",0,15
"E_Assert","~","tired",0,15
"A_Cmpn","~","E_EnerLevlag",0,14
"A_Cmpn","~","O_IntCurlag",0,14
